Edge type	Query	Target Species	SC	Scores for target Species to SC	Connected SC	Connection score	Scores for SC to target Species
textmining	205437	68914	YHR094C	388	YJL153C	138	718
textmining	205437	335824	YHR094C	388	YJL153C	138	718
textmining	205437	6367	YHR094C	388	YER069W	100	1060
textmining	205437	316667	YHR094C	388	YNL112W	97	590
textmining	205437	87988	YHR094C	388	YJL121C	352	269
textmining	205437	7017	YHR094C	388	YFL053W	131	503
textmining	205437	75567	YHR094C	388	YDL215C	161	755
textmining	205437	3313	YHR094C	388	YFR053C	446	606
textmining	205437	111832	YHR094C	388	YBR020W	371	417
textmining	205437	68472	YHR094C	388	YJR009C	121	473
textmining	205437	4918	YHR094C	388	YOR290C	80	1022
textmining	205437	62844	YHR094C	388	YLR362W	48	471
textmining	205437	107587	YHR094C	388	YKR050W	271	608
textmining	205437	70961	YHR094C	388	YLR441C	99	359
textmining	205437	767	YMR011W	388	YOR374W	228	613
textmining	205437	291711	YMR011W	388	YOR374W	228	613
textmining	205437	314464	YMR011W	388	YOR374W	228	613
textmining	205437	57088	YMR011W	388	YGR055W	150	298
textmining	205437	5651	YMR011W	388	YHR104W	481	346
textmining	205437	76630	YMR011W	388	YHR104W	481	346
textmining	205437	3131	YMR011W	388	YOR047C	765	155
textmining	205437	70520	YMR011W	388	YPL221W	113	483
textmining	205437	74004	YMR011W	388	YOR101W	151	245
textmining	205437	7303	YMR011W	388	YLL028W	229	439
textmining	205437	6033	YMR011W	388	YLL028W	229	439
textmining	205437	99148	YMR011W	388	YLL028W	229	439
textmining	205437	3131	YMR011W	388	YDR277C	654	155
textmining	205437	70534	YMR011W	388	YGL062W	358	1629
textmining	205437	97474	YMR011W	388	YGL062W	358	1629
textmining	205437	47067	YMR011W	388	YNR001C	124	609
textmining	205437	228	YMR011W	388	YLR138W	95	667
textmining	205437	62259	YMR011W	388	YDR283C	80	898
textmining	205437	893	YMR011W	388	YMR216C	45	519
textmining	205437	72383	YMR011W	388	YBR010W	109	262
textmining	205437	3313	YMR011W	388	YGL253W	681	606
textmining	205437	73341	YMR011W	388	YDR001C	99	850
textmining	205437	3740	YMR011W	388	YJR159W	122	349
textmining	205437	72797	YMR011W	388	YJR159W	122	349
textmining	205437	70474	YMR011W	388	YOL103W	316	464
textmining	205437	37495	YMR011W	388	YFR019W	95	1029
textmining	205437	73715	YMR011W	388	YLR056W	89	365
textmining	205437	201837	YMR011W	388	YDR536W	351	361
textmining	205437	114515	YMR011W	388	YDR536W	351	361
textmining	205437	66062	YMR011W	388	YGR233C	83	389
textmining	205437	5506	YMR011W	388	YDR160W	192	366
textmining	205437	3320	YMR011W	388	YDR148C	81	476
textmining	205437	72960	YMR011W	388	YIL035C	113	370
textmining	205437	299000	YMR011W	388	YEL021W	196	322
textmining	205437	73436	YMR011W	388	YNL117W	190	669
textmining	205437	70534	YMR011W	388	YBR218C	354	1629
textmining	205437	97474	YMR011W	388	YBR218C	354	1629
textmining	205437	215	YMR011W	388	YAL038W	112	704
textmining	205437	141489	YMR011W	388	YER133W	298	579
textmining	205437	69368	YMR011W	388	YER133W	298	579
textmining	205437	86782	YMR011W	388	YPL078C	43	162
textmining	205437	97209	YMR011W	388	YOR273C	227	419
textmining	205437	67392	YMR011W	388	YFL039C	116	745
textmining	205437	63951	YMR011W	388	YPR080W	86	828
textmining	205437	232228	YMR011W	388	YPL204W	80	479
textmining	205437	6746	YMR011W	388	YGR194C	481	417
textmining	205437	189449	YMR011W	388	YLR420W	80	367
textmining	205437	68310	YMR011W	388	YGL115W	302	377
textmining	205437	75322	YMR011W	388	YCR012W	152	560
textmining	205437	193402	YMR011W	388	YJL005W	219	898
textmining	205437	70474	YMR011W	388	YDR497C	447	464
textmining	205437	331	YMR011W	388	YOR207C	163	1813
textmining	205437	3625	YMR011W	388	YGR289C	395	429
textmining	205437	154956	YMR011W	388	YGR289C	395	429
textmining	205437	89060	YMR011W	388	YGR289C	395	429
textmining	205437	76198	YMR011W	388	YGR289C	395	429
textmining	205437	31096	YMR011W	388	YGR289C	395	429
textmining	205437	82322	YMR011W	388	YGR289C	395	429
textmining	205437	73112	YMR011W	388	YGR289C	395	429
textmining	205437	3128	YMR011W	388	YBR117C	94	909
textmining	205437	71630	YMR011W	388	YDL192W	103	304
textmining	205437	51247	YMR011W	388	YKL125W	74	306
textmining	205437	55011	YMR011W	388	YBL057C	106	132
textmining	205437	76301	YMR011W	388	YOR153W	150	1458
textmining	205437	65493	YMR011W	388	YPL031C	144	397
textmining	205437	3600	YMR011W	388	YKR039W	338	577
textmining	205437	111440	YMR011W	388	YKR039W	338	577
textmining	205437	71643	YMR011W	388	YKR039W	338	577
textmining	205437	68121	YMR011W	388	YLR231C	178	379
textmining	205437	169754	YMR011W	388	YJR066W	111	2676
textmining	205437	117442	YMR011W	388	YJR066W	111	2676
textmining	205437	31221	YMR011W	388	YML048W	536	123
textmining	205437	64758	YMR011W	388	YBR123C	81	130
textmining	205437	110167	YMR011W	388	YLR058C	93	735
textmining	205437	52874	YMR011W	388	YJL141C	132	531
textmining	205437	73771	YMR011W	388	YJL141C	132	531
textmining	205437	3860	YMR011W	388	YOL058W	83	647
textmining	205437	142956	YMR011W	388	YIL162W	680	319
textmining	205437	7397	YMR011W	388	YLL039C	53	599
textmining	205437	235588	YMR011W	388	YMR280C	610	200
textmining	205437	71543	YMR011W	388	YGL077C	149	233
textmining	205437	110315	YMR011W	388	YFL033C	143	613
textmining	205437	72383	YMR011W	388	YNL031C	109	262
textmining	205437	2817	YMR011W	388	YBR025C	136	617
textmining	205437	99746	YMR011W	388	YMR303C	194	444
textmining	205437	74842	YMR011W	388	YFL026W	74	86
textmining	205437	7134	YMR011W	388	YOR039W	142	230
textmining	205437	83866	YMR011W	388	YOL080C	228	228
textmining	205437	89420	YMR011W	388	YCL040W	445	345
textmining	205437	205437	YMR011W	388	YDR343C	927	388
textmining	205437	212503	YMR011W	388	YDR392W	112	307
textmining	205437	66141	YMR011W	388	YKR093W	228	452
textmining	205437	169754	YMR011W	388	YKL203C	67	2676
textmining	205437	117442	YMR011W	388	YKL203C	67	2676
textmining	205437	131022	YMR011W	388	YGL208W	152	211
textmining	205437	70370	YMR011W	388	YLR134W	111	413
textmining	205437	60763	YMR011W	388	YCR084C	449	400
textmining	205437	196025	YMR011W	388	YDR397C	153	108
textmining	205437	67624	YMR011W	388	YLR310C	119	345
textmining	205437	67507	YMR011W	388	YHR186C	113	1203
textmining	205437	46503	YMR011W	388	YOR283W	196	69
textmining	205437	68590	YMR011W	388	YDR272W	291	229
textmining	205437	99817	YMR011W	388	YDL236W	144	252
textmining	205437	6956	YMR011W	388	YCR094W	94	360
textmining	205437	48617	YMR011W	388	YOR202W	230	297
textmining	205437	2413	YMR011W	388	YGR254W	171	662
textmining	205437	30795	YMR011W	388	YBR296C	310	494
textmining	205437	106361	YMR011W	388	YDL138W	877	457
textmining	205437	4204	YMR011W	388	YDL138W	877	457
textmining	205437	7313	YMR011W	388	YDL138W	877	457
textmining	205437	73058	YMR011W	388	YDL138W	877	457
textmining	205437	99746	YMR011W	388	YMR083W	227	444
textmining	205437	205437	YMR011W	388	YHR094C	942	388
textmining	205437	166724	YMR011W	388	YPL082C	300	1678
textmining	205437	112377	YMR011W	388	YER065C	276	631
textmining	205437	4181	YMR011W	388	YHR135C	515	495
textmining	205437	3740	YMR011W	388	YDL246C	118	349
textmining	205437	72797	YMR011W	388	YDL246C	118	349
textmining	205437	72076	YMR011W	388	YGR252W	111	582
textmining	205437	72834	YMR011W	388	YFL060C	89	143
textmining	205437	159073	YMR011W	388	YOR161C	276	415
textmining	205437	38173	YMR011W	388	YIL033C	191	288
textmining	205437	72834	YMR011W	388	YMR095C	81	143
textmining	205437	209648	YMR011W	388	YBL098W	171	319
textmining	205437	180753	YMR011W	388	YPL135W	59	204
textmining	205437	1171	YMR011W	388	YDR172W	72	649
textmining	205437	3900	YMR011W	388	YGL008C	335	1389
textmining	205437	3348	YMR011W	388	YML072C	303	570
textmining	205437	74004	YMR011W	388	YNL098C	259	245
textmining	205437	58737	YMR011W	388	YJR025C	194	225
textmining	205437	1896	YMR011W	388	YLR354C	275	404
textmining	205437	2725	YMR011W	388	YNL189W	90	632
textmining	205437	106427	YMR011W	388	YLR113W	143	616
textmining	205437	205437	YMR011W	388	YDR345C	941	388
textmining	205437	205437	YMR011W	388	YDR342C	931	388
textmining	205437	61809	YMR011W	388	YLR303W	112	502
textmining	205437	72319	YMR011W	388	YKL060C	153	526
textmining	205437	82789	YMR011W	388	YGR271W	42	2014
textmining	205437	101566	YMR011W	388	YDR460W	44	220
textmining	205437	76551	YMR011W	388	YDR477W	681	681
textmining	205437	67992	YMR011W	388	YNL330C	131	674
textmining	205437	55904	YMR011W	388	YER177W	86	364
textmining	205437	71296	YMR011W	388	YPL015C	53	269
textmining	205437	3128	YMR011W	388	YPR074C	123	909
textmining	205437	74299	YMR011W	388	YHR205W	172	709
textmining	205437	934	YMR011W	388	YKR097W	260	770
textmining	205437	74417	YMR011W	388	YFR015C	172	876
textmining	205437	73967	YMR011W	388	YDR167W	137	124
textmining	205437	49599	YMR011W	388	YOR244W	109	515
textmining	205437	72701	YMR011W	388	YNR016C	166	2902
textmining	205437	3740	YMR011W	388	YLR070C	445	349
textmining	205437	72797	YMR011W	388	YLR070C	445	349
textmining	205437	54312	YMR011W	388	YKL166C	172	469
textmining	205437	71088	YMR011W	388	YER145C	83	300
textmining	205437	27831	YMR011W	388	YER145C	83	300
textmining	205437	6683	YMR011W	388	YER145C	83	300
textmining	205437	246003	YMR011W	388	YIL125W	150	1401
textmining	205437	73734	YMR011W	388	YLR449W	106	309
textmining	205437	51952	YMR011W	388	YHR181W	123	213
textmining	205437	73707	YMR011W	388	YML004C	195	336
textmining	205437	411	YMR011W	388	YPR161C	81	297
textmining	205437	107587	YMR011W	388	YJL129C	224	608
textmining	205437	3625	YMR011W	388	YBR298C	352	429
textmining	205437	154956	YMR011W	388	YBR298C	352	429
textmining	205437	89060	YMR011W	388	YBR298C	352	429
textmining	205437	76198	YMR011W	388	YBR298C	352	429
textmining	205437	31096	YMR011W	388	YBR298C	352	429
textmining	205437	82322	YMR011W	388	YBR298C	352	429
textmining	205437	73112	YMR011W	388	YBR298C	352	429
textmining	205437	101789	YMR011W	388	YDR404C	96	201
textmining	205437	149972	YMR011W	388	YBR154C	59	338
textmining	205437	104169	YMR011W	388	YDR074W	84	690
textmining	205437	215	YMR011W	388	YOR347C	123	704
textmining	205437	69874	YMR011W	388	YPL260W	297	371
textmining	205437	92627	YMR011W	388	YPR001W	80	454
textmining	205437	294383	YMR011W	388	YPL123C	80	201
textmining	205437	4181	YMR011W	388	YNL154C	482	495
textmining	205437	308829	YMR011W	388	YER125W	190	1095
textmining	205437	205437	YMR011W	388	YHR096C	878	388
textmining	205437	106361	YMR011W	388	YDL194W	878	457
textmining	205437	4204	YMR011W	388	YDL194W	878	457
textmining	205437	7313	YMR011W	388	YDL194W	878	457
textmining	205437	73058	YMR011W	388	YDL194W	878	457
textmining	205437	4032	YMR011W	388	YJL081C	120	274
textmining	205437	47067	YMR011W	388	YCR005C	194	609
textmining	205437	251549	YMR011W	388	YDL035C	397	170
textmining	205437	131022	YMR011W	388	YER027C	220	211
textmining	205437	2413	YMR011W	388	YHR174W	133	662
textmining	205437	3200	YMR011W	388	YKL081W	123	315
textmining	205437	73416	YMR011W	388	YKL081W	123	315
textmining	205437	133475	YMR011W	388	YER020W	397	363
textmining	205437	28332	YMR011W	388	YDR011W	178	1329
textmining	205437	6120	YMR011W	388	YDR011W	178	1329
textmining	205437	70370	YMR011W	388	YLR044C	161	413
textmining	205437	67654	YMR011W	388	YDR245W	90	356
textmining	205437	205437	YMR011W	388	YHR092C	943	388
textmining	205437	73410	YMR011W	388	YDR041W	94	134
textmining	205437	103915	YMR011W	388	YCL054W	95	671
textmining	205437	68472	YMR011W	388	YJL052W	95	473
textmining	205437	117342	YMR011W	388	YGR121C	97	497
textmining	205437	87988	YMR011W	388	YJL121C	157	269
textmining	205437	3313	YMR011W	388	YFR053C	394	606
textmining	205437	111832	YMR011W	388	YBR020W	230	417
textmining	205437	99746	YMR011W	388	YBR145W	310	444
textmining	205437	6921	YMR011W	388	YER031C	74	285
textmining	205437	4918	YMR011W	388	YOR290C	73	1022
textmining	205437	107587	YMR011W	388	YKR050W	310	608
textmining	205437	127634	YDR345C	388	YHL003C	150	354
textmining	205437	5651	YDR345C	388	YHR104W	354	346
textmining	205437	76630	YDR345C	388	YHR104W	354	346
textmining	205437	210231	YDR345C	388	YAL002W	59	280
textmining	205437	3131	YDR345C	388	YOR047C	768	155
textmining	205437	302882	YDR345C	388	YOR184W	148	364
textmining	205437	70636	YDR345C	388	YDR145W	72	189
textmining	205437	74004	YDR345C	388	YOR101W	193	245
textmining	205437	170681	YDR345C	388	YNL065W	151	223
textmining	205437	98653	YDR345C	388	YNL065W	151	223
textmining	205437	61594	YDR345C	388	YNL065W	151	223
textmining	205437	3191	YDR345C	388	YNL065W	151	223
textmining	205437	3131	YDR345C	388	YDR277C	538	155
textmining	205437	1792	YDR345C	388	YGR256W	133	745
textmining	205437	70534	YDR345C	388	YGL062W	140	1629
textmining	205437	97474	YDR345C	388	YGL062W	140	1629
textmining	205437	259921	YDR345C	388	YLR417W	58	165
textmining	205437	26897	YDR345C	388	YLR417W	58	165
textmining	205437	47067	YDR345C	388	YNR001C	149	609
textmining	205437	228	YDR345C	388	YLR138W	395	667
textmining	205437	71351	YDR345C	388	YMR096W	276	355
textmining	205437	893	YDR345C	388	YMR216C	112	519
textmining	205437	99746	YDR345C	388	YOL086C	226	444
textmining	205437	72383	YDR345C	388	YBR010W	49	262
textmining	205437	3313	YDR345C	388	YGL253W	570	606
textmining	205437	3740	YDR345C	388	YJR159W	176	349
textmining	205437	72797	YDR345C	388	YJR159W	176	349
textmining	205437	6386	YDR345C	388	YHR164C	74	578
textmining	205437	70474	YDR345C	388	YOL103W	193	464
textmining	205437	70686	YDR345C	388	YMR272C	83	386
textmining	205437	37495	YDR345C	388	YFR019W	81	1029
textmining	205437	201837	YDR345C	388	YDR536W	210	361
textmining	205437	114515	YDR345C	388	YDR536W	210	361
textmining	205437	5506	YDR345C	388	YDR160W	194	366
textmining	205437	3320	YDR345C	388	YDR148C	144	476
textmining	205437	299000	YDR345C	388	YEL021W	233	322
textmining	205437	70534	YDR345C	388	YBR218C	133	1629
textmining	205437	97474	YDR345C	388	YBR218C	133	1629
textmining	205437	101656	YDR345C	388	YNR050C	83	570
textmining	205437	68061	YDR345C	388	YGL054C	298	157
textmining	205437	215	YDR345C	388	YAL038W	150	704
textmining	205437	141489	YDR345C	388	YER133W	143	579
textmining	205437	69368	YDR345C	388	YER133W	143	579
textmining	205437	68530	YDR345C	388	YOR322C	146	235
textmining	205437	67392	YDR345C	388	YFL039C	111	745
textmining	205437	37025	YDR345C	388	YDR255C	153	107
textmining	205437	111832	YDR345C	388	YDR009W	164	417
textmining	205437	6746	YDR345C	388	YGR194C	331	417
textmining	205437	72592	YDR345C	388	YBR136W	48	594
textmining	205437	68310	YDR345C	388	YGL115W	220	377
textmining	205437	75322	YDR345C	388	YCR012W	137	560
textmining	205437	67255	YDR345C	388	YCR009C	52	303
textmining	205437	193402	YDR345C	388	YJL005W	160	898
textmining	205437	70474	YDR345C	388	YDR497C	483	464
textmining	205437	2362	YDR345C	388	YLR182W	70	251
textmining	205437	331	YDR345C	388	YOR207C	153	1813
textmining	205437	57709	YDR345C	388	YIL009W	64	646
textmining	205437	3625	YDR345C	388	YGR289C	296	429
textmining	205437	154956	YDR345C	388	YGR289C	296	429
textmining	205437	89060	YDR345C	388	YGR289C	296	429
textmining	205437	76198	YDR345C	388	YGR289C	296	429
textmining	205437	31096	YDR345C	388	YGR289C	296	429
textmining	205437	82322	YDR345C	388	YGR289C	296	429
textmining	205437	73112	YDR345C	388	YGR289C	296	429
textmining	205437	3128	YDR345C	388	YBR117C	95	909
textmining	205437	55011	YDR345C	388	YBL057C	68	132
textmining	205437	76301	YDR345C	388	YOR153W	118	1458
textmining	205437	3600	YDR345C	388	YKR039W	273	577
textmining	205437	111440	YDR345C	388	YKR039W	273	577
textmining	205437	71643	YDR345C	388	YKR039W	273	577
textmining	205437	67784	YDR345C	388	YHL010C	299	287
textmining	205437	169754	YDR345C	388	YJR066W	123	2676
textmining	205437	117442	YDR345C	388	YJR066W	123	2676
textmining	205437	31221	YDR345C	388	YML048W	170	123
textmining	205437	2214	YDR345C	388	YOR142W	148	330
textmining	205437	2180	YDR345C	388	YLR178C	194	109
textmining	205437	67573	YDR345C	388	YNL066W	94	387
textmining	205437	69028	YDR345C	388	YJL088W	170	332
textmining	205437	247319	YDR345C	388	YER127W	192	86
textmining	205437	110167	YDR345C	388	YLR058C	111	735
textmining	205437	283133	YDR345C	388	YJR042W	83	134
textmining	205437	52874	YDR345C	388	YJL141C	101	531
textmining	205437	73771	YDR345C	388	YJL141C	101	531
textmining	205437	72041	YDR345C	388	YEL071W	133	589
textmining	205437	68377	YDR345C	388	YFR022W	378	247
textmining	205437	3860	YDR345C	388	YOL058W	113	647
textmining	205437	57709	YDR345C	388	YOR317W	109	646
textmining	205437	170681	YDR345C	388	YIL121W	195	223
textmining	205437	98653	YDR345C	388	YIL121W	195	223
textmining	205437	61594	YDR345C	388	YIL121W	195	223
textmining	205437	3191	YDR345C	388	YIL121W	195	223
textmining	205437	142956	YDR345C	388	YIL162W	483	319
textmining	205437	55904	YDR345C	388	YDR099W	97	364
textmining	205437	63905	YDR345C	388	YDR040C	190	858
textmining	205437	235588	YDR345C	388	YMR280C	360	200
textmining	205437	71543	YDR345C	388	YGL077C	113	233
textmining	205437	110315	YDR345C	388	YFL033C	113	613
textmining	205437	72383	YDR345C	388	YNL031C	49	262
textmining	205437	31470	YDR345C	388	YGL045W	121	131
textmining	205437	336196	YDR345C	388	YDL042C	97	308
textmining	205437	99746	YDR345C	388	YMR303C	334	444
textmining	205437	74842	YDR345C	388	YFL026W	110	86
textmining	205437	72728	YDR345C	388	YKL029C	136	621
textmining	205437	83866	YDR345C	388	YOL080C	230	228
textmining	205437	89420	YDR345C	388	YCL040W	274	345
textmining	205437	70194	YDR345C	388	YDL182W	103	685
textmining	205437	205437	YDR345C	388	YDR343C	934	388
textmining	205437	169754	YDR345C	388	YKL203C	48	2676
textmining	205437	117442	YDR345C	388	YKL203C	48	2676
textmining	205437	70370	YDR345C	388	YLR134W	141	413
textmining	205437	60763	YDR345C	388	YCR084C	446	400
textmining	205437	67464	YDR345C	388	YIR039C	153	218
textmining	205437	60314	YDR345C	388	YPL262W	164	698
textmining	205437	67624	YDR345C	388	YLR310C	192	345
textmining	205437	6396	YDR345C	388	YOL120C	111	241
textmining	205437	67507	YDR345C	388	YHR186C	81	1203
textmining	205437	101999	YDR345C	388	YBL064C	90	279
textmining	205437	4575	YDR345C	388	YBL064C	90	279
textmining	205437	46503	YDR345C	388	YOR283W	132	69
textmining	205437	68590	YDR345C	388	YDR272W	297	229
textmining	205437	3260	YDR345C	388	YPR194C	220	727
textmining	205437	325497	YDR345C	388	YPR194C	220	727
textmining	205437	146540	YDR345C	388	YPR194C	220	727
textmining	205437	244400	YDR345C	388	YPR194C	220	727
textmining	205437	337169	YDR345C	388	YPR194C	220	727
textmining	205437	4221	YDR345C	388	YPR194C	220	727
textmining	205437	5730	YDR345C	388	YPR194C	220	727
textmining	205437	5096	YDR345C	388	YPR194C	220	727
textmining	205437	79225	YDR345C	388	YPR194C	220	727
textmining	205437	333464	YDR345C	388	YPR194C	220	727
textmining	205437	76359	YDR345C	388	YPR194C	220	727
textmining	205437	101183	YDR345C	388	YPR194C	220	727
textmining	205437	88533	YDR345C	388	YPR194C	220	727
textmining	205437	96954	YDR345C	388	YPR194C	220	727
textmining	205437	76061	YDR345C	388	YKL215C	120	1397
textmining	205437	75404	YDR345C	388	YBR109C	93	174
textmining	205437	6369	YDR345C	388	YHL001W	111	157
textmining	205437	2195	YDR345C	388	YJR109C	194	1622
textmining	205437	99817	YDR345C	388	YDL236W	83	252
textmining	205437	4474	YDR345C	388	YDL030W	54	167
textmining	205437	48617	YDR345C	388	YOR202W	220	297
textmining	205437	2413	YDR345C	388	YGR254W	139	662
textmining	205437	68377	YDR345C	388	YOR018W	447	247
textmining	205437	3625	YDR345C	388	YDL247W	227	429
textmining	205437	154956	YDR345C	388	YDL247W	227	429
textmining	205437	89060	YDR345C	388	YDL247W	227	429
textmining	205437	76198	YDR345C	388	YDL247W	227	429
textmining	205437	31096	YDR345C	388	YDL247W	227	429
textmining	205437	82322	YDR345C	388	YDL247W	227	429
textmining	205437	73112	YDR345C	388	YDL247W	227	429
textmining	205437	106361	YDR345C	388	YDL138W	831	457
textmining	205437	4204	YDR345C	388	YDL138W	831	457
textmining	205437	7313	YDR345C	388	YDL138W	831	457
textmining	205437	73058	YDR345C	388	YDL138W	831	457
textmining	205437	205437	YDR345C	388	YHR094C	941	388
textmining	205437	102477	YDR345C	388	YFR030W	110	687
textmining	205437	68186	YDR345C	388	YBL039C	90	780
textmining	205437	4181	YDR345C	388	YHR135C	450	495
textmining	205437	3740	YDR345C	388	YDL246C	191	349
textmining	205437	72797	YDR345C	388	YDL246C	191	349
textmining	205437	38173	YDR345C	388	YIL033C	558	288
textmining	205437	71443	YDR345C	388	YMR062C	96	407
textmining	205437	72834	YDR345C	388	YMR095C	317	143
textmining	205437	4280	YDR345C	388	YLR371W	80	613
textmining	205437	6978	YDR345C	388	YBL088C	80	552
textmining	205437	42376	YDR345C	388	YLR286C	83	263
textmining	205437	70194	YDR345C	388	YDL131W	95	685
textmining	205437	1171	YDR345C	388	YDR172W	74	649
textmining	205437	3900	YDR345C	388	YGL008C	379	1389
textmining	205437	74004	YDR345C	388	YNL098C	340	245
textmining	205437	6155	YDR345C	388	YLR197W	81	641
textmining	205437	1896	YDR345C	388	YLR354C	143	404
textmining	205437	115694	YDR345C	388	YKL020C	124	331
textmining	205437	247165	YDR345C	388	YKL217W	449	345
textmining	205437	103302	YDR345C	388	YKL217W	449	345
textmining	205437	1926	YDR345C	388	YML054C	41	520
textmining	205437	291737	YDR345C	388	YML054C	41	520
textmining	205437	284310	YDR345C	388	YBL015W	145	713
textmining	205437	205437	YDR345C	388	YDR342C	931	388
textmining	205437	82636	YDR345C	388	YIL097W	194	139
textmining	205437	61809	YDR345C	388	YLR303W	110	502
textmining	205437	72319	YDR345C	388	YKL060C	93	526
textmining	205437	71559	YDR345C	388	YAR042W	100	772
textmining	205437	70370	YDR345C	388	YGR087C	83	413
textmining	205437	104446	YDR345C	388	YHR169W	141	446
textmining	205437	82789	YDR345C	388	YGR271W	42	2014
textmining	205437	76551	YDR345C	388	YDR477W	655	681
textmining	205437	3128	YDR345C	388	YPR074C	95	909
textmining	205437	1741	YDR345C	388	YDR530C	335	133
textmining	205437	1316	YDR345C	388	YBR106W	49	175
textmining	205437	934	YDR345C	388	YKR097W	131	770
textmining	205437	71087	YDR345C	388	YMR058W	66	602
textmining	205437	6224	YDR345C	388	YPL231W	148	2339
textmining	205437	205437	YDR345C	388	YMR011W	941	388
textmining	205437	258339	YDR345C	388	YML116W	194	213
textmining	205437	50801	YDR345C	388	YML116W	194	213
textmining	205437	51817	YDR345C	388	YER002W	120	112
textmining	205437	1792	YDR345C	388	YHR183W	137	745
textmining	205437	5341	YDR345C	388	YIR034C	111	442
textmining	205437	3740	YDR345C	388	YLR070C	291	349
textmining	205437	72797	YDR345C	388	YLR070C	291	349
textmining	205437	147517	YDR345C	388	YBR160W	87	454
textmining	205437	176983	YDR345C	388	YOR275C	228	247
textmining	205437	71088	YDR345C	388	YER145C	95	300
textmining	205437	27831	YDR345C	388	YER145C	95	300
textmining	205437	6683	YDR345C	388	YER145C	95	300
textmining	205437	246003	YDR345C	388	YIL125W	230	1401
textmining	205437	73707	YDR345C	388	YML004C	213	336
textmining	205437	156565	YDR345C	388	YPR192W	85	218
textmining	205437	6396	YDR345C	388	YNL301C	113	241
textmining	205437	72571	YDR345C	388	YLR304C	100	1207
textmining	205437	107587	YDR345C	388	YJL129C	276	608
textmining	205437	149972	YDR345C	388	YBR154C	64	338
textmining	205437	58942	YDR345C	388	YER185W	234	149
textmining	205437	29383	YDR345C	388	YER185W	234	149
textmining	205437	338235	YDR345C	388	YER185W	234	149
textmining	205437	215	YDR345C	388	YOR347C	110	704
textmining	205437	47161	YDR345C	388	YGR143W	163	614
textmining	205437	92627	YDR345C	388	YPR001W	276	454
textmining	205437	67464	YDR345C	388	YLR120C	320	218
textmining	205437	52551	YDR345C	388	YGR138C	146	637
textmining	205437	4181	YDR345C	388	YNL154C	481	495
textmining	205437	767	YDR345C	388	YER073W	152	613
textmining	205437	291711	YDR345C	388	YER073W	152	613
textmining	205437	314464	YDR345C	388	YER073W	152	613
textmining	205437	308829	YDR345C	388	YER125W	394	1095
textmining	205437	205437	YDR345C	388	YHR096C	970	388
textmining	205437	106361	YDR345C	388	YDL194W	875	457
textmining	205437	4204	YDR345C	388	YDL194W	875	457
textmining	205437	7313	YDR345C	388	YDL194W	875	457
textmining	205437	73058	YDR345C	388	YDL194W	875	457
textmining	205437	4032	YDR345C	388	YJL081C	122	274
textmining	205437	47067	YDR345C	388	YCR005C	114	609
textmining	205437	251549	YDR345C	388	YDL035C	331	170
textmining	205437	2413	YDR345C	388	YHR174W	140	662
textmining	205437	5784	YDR345C	388	YCR098C	131	515
textmining	205437	642	YDR345C	388	YPR131C	113	156
textmining	205437	133475	YDR345C	388	YER020W	330	363
textmining	205437	70370	YDR345C	388	YLR044C	143	413
textmining	205437	135144	YDR345C	388	YML118W	293	263
textmining	205437	6987	YDR345C	388	YPL248C	228	231
textmining	205437	1064	YDR345C	388	YBR196C	121	844
textmining	205437	74725	YDR345C	388	YLR002C	177	341
textmining	205437	41470	YDR345C	388	YER120W	83	123
textmining	205437	205437	YDR345C	388	YHR092C	940	388
textmining	205437	87872	YDR345C	388	YBR297W	161	154
textmining	205437	117342	YDR345C	388	YGR121C	99	497
textmining	205437	67252	YDR345C	388	YOR145C	94	319
textmining	205437	3313	YDR345C	388	YFR053C	376	606
textmining	205437	111832	YDR345C	388	YBR020W	156	417
textmining	205437	4918	YDR345C	388	YOR290C	74	1022
textmining	205437	107587	YDR345C	388	YKR050W	355	608
textmining	205437	285912	YHR092C	388	YCR008W	110	487
textmining	205437	1496	YHR092C	388	YDR409W	87	166
textmining	205437	63951	YHR092C	388	YBR118W	659	828
textmining	205437	115	YHR092C	388	YMR108W	93	834
textmining	205437	5651	YHR092C	388	YHR104W	610	346
textmining	205437	76630	YHR092C	388	YHR104W	610	346
textmining	205437	3131	YHR092C	388	YOR047C	760	155
textmining	205437	89420	YHR092C	388	YDR516C	172	345
textmining	205437	74004	YHR092C	388	YOR101W	117	245
textmining	205437	91236	YHR092C	388	YNL219C	134	273
textmining	205437	3131	YHR092C	388	YDR277C	513	155
textmining	205437	70534	YHR092C	388	YGL062W	141	1629
textmining	205437	97474	YHR092C	388	YGL062W	141	1629
textmining	205437	184394	YHR092C	388	YML097C	94	301
textmining	205437	47067	YHR092C	388	YNR001C	96	609
textmining	205437	228	YHR092C	388	YLR138W	97	667
textmining	205437	62259	YHR092C	388	YDR283C	90	898
textmining	205437	71351	YHR092C	388	YMR096W	133	355
textmining	205437	99746	YHR092C	388	YOL086C	105	444
textmining	205437	72383	YHR092C	388	YBR010W	84	262
textmining	205437	543	YHR092C	388	YJR099W	153	124
textmining	205437	3313	YHR092C	388	YGL253W	680	606
textmining	205437	3740	YHR092C	388	YJR159W	297	349
textmining	205437	72797	YHR092C	388	YJR159W	297	349
textmining	205437	41960	YHR092C	388	YIL107C	152	514
